chunk_id,article_id,chunk_text,chunk_index,source_url,title,category
5e01b5d97f3a1a21_0014,5e01b5d97f3a1a21,"制剂防治鸭舌草、丁香蓼、异型莎草等阔叶杂草及莎草。后期根据田间残留草情，选用茎叶处理除草剂进行补施处理。 在西北旱直播稻田， 杂草防控采用 “一封一杀” 策略。播后苗前选用仲丁灵及其复配制剂，进行土壤封闭处理；在水稻 2 — 3 叶期选用五氟磺草胺、氰氟草酯、氟砜草胺、三唑磺草酮、 噁 唑酰草胺等药剂及其复配制剂防治稗草、马唐等禾本科杂草，选用吡嘧磺隆、 2 甲 4 氯钠、灭草松等药剂及其复配制剂防治鸭舌草、泽泻、异型莎草等阔叶杂草和莎草。
杂草防控采用 “一次封（杀）” 策略。在秧苗返青后，杂草出苗前，选用丙草胺、苯噻酰草胺、苄嘧磺隆、吡嘧磺隆、氟酮磺草胺、双唑草腈等药剂及其复配制剂，进行土壤封闭处理；或者在杂草 2 — 3 叶期，根据杂草发生情况，茎叶喷雾处理药剂选择同机插秧田。
目前长江中下游部分稻区稗草和千金子等杂草对氰氟草酯、五氟磺草胺、二氯喹啉酸等药剂产生了中等水平以上的抗性，田间以稗草和千金子为优势杂草的地块，建议轮换使用氟砜草胺、吡唑喹草酯等药剂及其复配制剂。
玉米田杂草常年发生面积 4.2 亿亩以上。 根据玉米轮作模式、杂草种类与分布特点，开展分类指导。 春玉米种植区重点防控“两禾两阔”（马唐、稗草、 反枝苋、鸭跖草 ），夏玉米种植区重点防控“两禾三阔”（马唐、稗草、反枝苋、马齿苋 、打碗花 ）等恶性杂草。
农业措施。 田间沟渠、地边和田埂生长的杂草结实前及时清除，减少杂草种子扩散入田；结合玉米单产提升工程，选用耐密玉米品种， 采取精量播种、一播全苗的措施，保证春玉米每亩播种密度达到 5500 株以上，夏玉米每亩播种密度达到 5000 株以上，通过作物群体优势 抑制杂草发生；采取玉米间作套种大豆、花生、绿豆等作物，减少伴生杂草发生。 栽培管理。",14,https://www.agri.cn/zx/zxfb/202503/t20250320_8720160.htm,中国农业农村信息网_全国农技中心印发2025年粮食作物田杂草科学防控技术方案,病虫害
5e01b5d97f3a1a21_0015,5e01b5d97f3a1a21,"500 株以上，夏玉米每亩播种密度达到 5000 株以上，通过作物群体优势 抑制杂草发生；采取玉米间作套种大豆、花生、绿豆等作物，减少伴生杂草发生。 栽培管理。 实施测土配方施肥与精准灌溉，增强玉米植株竞争力； 玉米苗期至大喇叭口期，结合施肥作业同步开展机械中耕培土，防除行间杂草。 生态措施 。推行秸秆覆盖技术，将小麦、大豆、油菜等前茬作物秸秆粉碎后覆盖地表，通过物理阻隔方式抑制杂草出苗。
玉米田杂草因地域、播种季节和轮作方式的不同，采用的化除策略和除草剂品种有一定差异。经测算，春玉米田以稗草—苘麻为混合优势杂草种群的防除指标为 10 株 / 平方米，夏玉米田以马唐—反枝苋为混合优势杂草种群的防除指标为 5 株 / 平方米（以产量损失率 5% 计算）。
北方一年一熟玉米种植区，在播种季节土壤墒情较好的地块，杂草防控采用 “一封一杀” 策略；在土壤墒情差、降雨少、沙性土壤的地块，杂草防控采用 “一杀一补” 策略。播后苗前，选用乙草胺、精异丙甲草胺、异丙草胺、唑嘧磺草胺、噻吩磺隆、 2,4- 滴异辛酯、异 噁 唑草酮等药剂及其复配制剂进行土壤封闭处理；在玉米 3 — 5 叶期，杂草 2 — 6 叶期，选用烟嘧磺隆、苯唑氟草酮、苯唑草酮等药剂及其复配制剂防治稗草、 马唐、狗尾草等禾本科杂草 ， 选用硝磺草酮、氯氟吡氧乙酸、灭草松、二氯吡啶酸、辛酰溴苯腈、环磺酮、特丁 津、莠去津 等 药剂及其复配制剂 防治 反枝苋 、苘麻、鸭跖草等阔叶杂草。茎叶喷雾时须在药液中添加甲酯化植物油类助剂。
黄淮海、南方玉米种植区，玉米在小麦（油菜）收获后贴茬免耕种植，杂草防控采用 “一盖一杀” 或 “一封一杀” 策略。小麦（油菜）收获后，采取秸秆田间粉碎覆盖，免耕播种夏玉米。",15,https://www.agri.cn/zx/zxfb/202503/t20250320_8720160.htm,中国农业农村信息网_全国农技中心印发2025年粮食作物田杂草科学防控技术方案,病虫害
5e01b5d97f3a1a21_0016,5e01b5d97f3a1a21,"玉米种植区，玉米在小麦（油菜）收获后贴茬免耕种植，杂草防控采用 “一盖一杀” 或 “一封一杀” 策略。小麦（油菜）收获后，采取秸秆田间粉碎覆盖，免耕播种夏玉米。无秸秆覆盖的田块播后苗前，选用砜吡草唑（或氟噻草胺、乙草胺、精异丙甲草胺、异丙草胺） + 特丁津（或唑嘧磺草胺）进行土壤封闭处理；在玉米 3 — 5 叶期，杂草 2 — 6 叶期，选用烟嘧磺隆、苯唑氟草酮、苯唑草酮等药剂及其复配制剂防治稗草、 马唐、 牛筋草 等禾本科杂草 ， 选用氯氟吡氧乙酸、二氯吡啶酸、灭草松、 硝磺草酮、环磺酮、莠去津 等 药剂及其复配制剂 防治 反枝苋、马齿苋 、打碗花等阔叶杂草。
此外，注意轮换使用烟嘧磺隆、苯唑草酮等药剂防除禾本科杂草，鸭跖草对硝磺草酮产生中等水平以上抗性的地区，建议轮换使用氯氟吡氧乙酸、灭草松等药剂。在生物育种品种批准种植区域，选用农业农村部审定的转基因耐除草剂玉米品种，配套使用已经登记的草甘膦（或草铵膦）。玉米 4 — 6 叶期（大喇叭口期慎用），待杂草出齐后，在 2 级风以下的天气茎叶喷施草甘膦防除杂草。
马铃薯田杂草常年发生面积 3000 万亩左右。根据马铃薯种植模式、杂草种类与分布特点，开展分类指导。重点防控“两禾三阔”（稗草、马唐、反枝苋、藜、牛繁缕）等恶性杂草。
农业措施。 及时清除田边、路旁的杂草，阻断杂草种源向耕作区扩散。采取马铃薯与禾本科（小麦、玉米），豆科（蚕豆、豌豆），十字花科（甘蓝、油菜）等作物轮作，行间套种大豆、花生等措施，降低伴生杂草发生水平。 栽培管理。 在马铃薯苗期和生长中期，结合施肥，采取机械中耕培土，防除行间杂草。在北方一年一熟区可选用无色生物降解地膜、黑白相间膜、黑色地膜进行覆盖除草。
马铃薯田杂草因地域、播种季节和轮作方式的不同，采用的化除策略和除草剂品种有一定差异。",16,https://www.agri.cn/zx/zxfb/202503/t20250320_8720160.htm,中国农业农村信息网_全国农技中心印发2025年粮食作物田杂草科学防控技术方案,病虫害
5e01b5d97f3a1a21_0017,5e01b5d97f3a1a21,"北方一年一熟区可选用无色生物降解地膜、黑白相间膜、黑色地膜进行覆盖除草。
马铃薯田杂草因地域、播种季节和轮作方式的不同，采用的化除策略和除草剂品种有一定差异。
北方一年一熟马铃薯种植区，杂草防控采用 “一封一盖（一补）” 策略。覆膜马铃薯田，采用土壤封闭处理加薄膜覆盖防除杂草，播前 3 — 7 天，选用二甲戊灵、乙草胺、精异丙甲草胺等药剂及其复配制剂，进行土壤封闭处理，处理后薄膜覆盖防除杂草。覆膜马铃薯出苗后，根据田间杂草发生情况，在行间补施茎叶处理除草剂，选用精喹禾灵、烯草酮、高效氟吡甲禾灵等药剂及其复配制剂防治马唐、稗草等禾本科杂草，选用砜嘧磺隆、嗪草酮、灭草松等药剂及其复配制剂定向行间喷雾防治反枝苋、马齿苋、牛繁缕等阔叶杂草。
南方一年二至三熟马铃薯种植区，杂草防控采用 “一封一盖” 或 “一封一杀” 策略。前茬为水稻的马铃薯田，播后苗前，选用二甲戊灵、乙草胺、精异丙甲草胺等药剂及其复配制剂，进行土壤封闭处理 ， 施药后用稻草均匀覆盖防除杂草。前茬为蔬菜或其他作物的马铃薯田，播后苗前进行 土壤封闭处理，药剂选择同上。 苗后 根据田间杂草发生情况， 杂草 2 — 4 叶期，选用精喹禾灵、烯草酮、高效氟吡甲禾灵等药剂及其复配制剂防治马唐、稗草等禾本科杂草，选用砜嘧磺隆、灭草松等药剂及其复配制剂行间定向喷雾防治反枝苋、牛繁缕等阔叶杂草。
（一）适时用药。 土壤封闭除草要在作物移栽前或播后苗前施药，茎叶处理除草宜在杂草 2 — 5 叶期进行 。气温较高时施药时间选择在上午 10 点之前和下午 4 点以后、晴天无风时用药，阴雨天、大风天禁止用药，以防药效降低及雾滴飘移产 生药害。
（二）科学用药。 莠去津属于长残留除草剂，使用量应控制在每亩 38 克（按有效成分量计算）以下；使用过莠去津的玉米田，要谨慎选择下茬作物，以防产生药害。
（三）轮换用药。",17,https://www.agri.cn/zx/zxfb/202503/t20250320_8720160.htm,中国农业农村信息网_全国农技中心印发2025年粮食作物田杂草科学防控技术方案,病虫害
5e01b5d97f3a1a21_0018,5e01b5d97f3a1a21,"用药。 莠去津属于长残留除草剂，使用量应控制在每亩 38 克（按有效成分量计算）以下；使用过莠去津的玉米田，要谨慎选择下茬作物，以防产生药害。
（三）轮换用药。 要根据田间草相，合理选择对应的除草剂，避免长期单一使用具有同一作用机理的除草剂品种，交替轮换用药，以延缓抗药性的产生和发展。
（四）精准施药。 选用性能良好的施药器械，建议使用扇形喷头。推荐使用悬挂式、自走式喷杆喷雾机，避免因施药器械“跑、冒、滴、漏”造成药液浪费和局部药害。 不推荐使用植保无人飞机喷施草甘膦（或草铵膦）等非选择性除草剂，以防造成大面积药害。 根据所用施药器械类型合理设置兑水量，确保喷雾均匀、不重喷、不漏喷。喷施土壤封闭除草剂时用水量要适当加大，每亩用水量 30 — 40 公斤为宜。",18,https://www.agri.cn/zx/zxfb/202503/t20250320_8720160.htm,中国农业农村信息网_全国农技中心印发2025年粮食作物田杂草科学防控技术方案,病虫害
765a21b3cb3a9155_0000,765a21b3cb3a9155,202 5 年豇豆病虫害绿色防控技术方案 为指导各地开展豇豆绿色生产，提高 豇豆病虫害绿色防控技术应用水平， 保障豇豆生产和质量安全， 特制定本方案。 一、防控策略 贯彻“预防为主，综合防治”的植保方针，通过协调应用源头控制、健康栽培、生态调控、生物防治、理化诱控和科学用药等技术措施，有效控制豇豆主要病虫害，降低农药残留超标风险。 二、防控对象 主要 害虫有蓟马、斑潜蝇、豇豆荚螟、蚜虫、甜菜夜蛾、斜纹夜蛾、叶螨、烟粉虱等 ， 主要病害有枯萎病、锈病、炭疽病、根腐病、白粉病、灰霉病、煤霉病、疫病、轮纹病等。 三、防控措施 （一）源头控制 1. 合理布局。 避免连茬种植，宜与水稻、玉米等非豆科作物轮作倒茬，同茬豇豆周边不宜种植花生等豆科作物。 2. 清洁田园。 产前清除豇豆田及周边杂草、植株残体等废弃物，产后及时拉秧，带至田外集中无害化处理。 （二）健康栽培 1. 培育健康种苗。 选用商品性好、适合当地种植的抗病优良品种，培育无病虫健壮种苗。 2 .高垄栽培。 播种或移栽前，深翻土地 30 厘米以上，晒田 5 — 7 天；起高垄，垄高 20 — 30 厘米，覆银黑双色地膜，银色朝上驱避蓟马、蚜虫等害虫，黑色朝下防治杂草。 3 .水肥管理。 施足基肥，多施有机肥和菌肥，结合水分管理合理追肥。 4. 免疫诱抗。 可选用氨基寡糖素、芸苔素内酯等免疫诱抗剂及氨基酸、腐殖酸等叶面肥，提高豇豆抗逆性。 （三）生态调控 在豇豆田边缘种植功能植物，如种植波斯菊等蜜源植物招引诱集食蚜蝇、瓢虫、姬蜂等天敌，种植薄荷、牛至等植物驱避害虫，维持田间天敌的种群密度，控制豇豆害虫种群数量。 （四）加强监测 悬挂黄板监测斑潜蝇、粉虱、蚜虫等，悬挂蓝（粉）板或蓝（粉）板 + 蓟马信息素监测蓟马，使用性信息素监测豇豆荚螟、斜纹夜蛾等，人工调查叶螨和病害发生情况。 （五）生物防治 1 .施用生物药剂。,0,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,病虫害
765a21b3cb3a9155_0001,765a21b3cb3a9155,等，悬挂蓝（粉）板或蓝（粉）板 + 蓟马信息素监测蓟马，使用性信息素监测豇豆荚螟、斜纹夜蛾等，人工调查叶螨和病害发生情况。 （五）生物防治 1 .施用生物药剂。 防治蓟马等害虫，播种或定植前，每亩使用金龟子绿僵菌颗粒剂 5 — 10 公斤兑细土均匀撒施后打湿垄面；生长期，根据虫情可叶面喷施金龟子绿僵菌、苦参碱等。 防治甜菜夜蛾， 可选用甜菜夜蛾核型多角体病毒等。预防土 传病害，可选用枯草芽孢杆菌、多粘类芽孢杆菌、寡雄腐霉菌等微生物菌剂进行灌根。 2. 释放天敌。 设施豇豆，在害虫发生初期，释放捕食螨、丽蚜小蜂、瓢虫、小花蝽等天敌昆虫进行防治蓟马、蚜虫、粉虱等害虫。 （六）理化诱控 1 .防虫网阻隔。 使用 60 — 80 目防虫网，阻隔蓟马、斑潜蝇、烟粉虱等害虫。 2 .信息素诱杀。 使用信息素诱杀斜纹夜蛾、甜菜夜蛾、豇豆荚螟等害虫。 （七）科学用药 根据病虫监测以及病虫害抗药性监测结果，选择对应的登记药剂，注意不同作用机理药剂轮换使用。 1 .害虫防治药剂 （ 1 ）苗期至开花前 。 可选用阿维菌素、氯虫苯甲酰胺、虱螨脲、螺虫乙酯、虫螨腈·唑虫酰胺、吡虫啉·虫螨腈、虫螨·噻虫嗪、阿维·杀虫单、甲维·氟虫酰等药剂。 （ 2 ）开花结荚至采收期。 优先选择安全间隔期低于 3 天的药剂，可选用金龟子绿僵菌、甜菜夜蛾核型多角体病毒、苏云金杆菌、苦参碱、溴氰虫酰胺、乙基多杀菌素、多杀霉素、茚虫威、双丙环虫酯、高效氯氰菊酯等药剂。防治蓟马时，可将金龟子绿僵菌与适宜的化学杀虫剂进行混配，提高蓟马防治效果。 2 .病害防治药剂。 选用苦参碱、蛇床子素、苯甲·丙环唑、苯醚·丙环唑、吡萘·嘧菌酯、腈菌唑、硫磺·锰锌、噻呋·吡唑酯、戊唑·嘧菌酯、唑醚·锰锌、苯甲·嘧菌酯等药剂防治锈病等病害。 四、注意事项 （一）施药前集中采收豆角，然后施药。,1,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,病虫害
765a21b3cb3a9155_0002,765a21b3cb3a9155,吡萘·嘧菌酯、腈菌唑、硫磺·锰锌、噻呋·吡唑酯、戊唑·嘧菌酯、唑醚·锰锌、苯甲·嘧菌酯等药剂防治锈病等病害。 四、注意事项 （一）施药前集中采收豆角，然后施药。严格执行农药标签推荐用药量、每季最多使用次数和安全间隔期。 （二）防治豇豆蓟马，应在花瓣张开且蓟马较为活跃的上午 10 点前施药为宜，邻近田块、整个园区或整村统一防治可提高防治效果。 202 5 年芹菜病虫害绿色防控技术方案 为指导各地开展芹菜绿色生产，提高 芹菜 病虫害绿色防控技术应用水平， 保障芹菜生产和质量安全， 特制定本方案。 一、防控策略 贯彻“预防为主，综合防治”的植保方针，通过协调应用健康栽培、生物防治、理化诱控和科学用药等技术措施，实现芹菜主要病虫害的有效控制，降低化学农药残留超标风险。 二、防控对象 芹菜主要病害有斑枯病、叶斑病、菌核病、枯萎病、根结线虫病等，主要害虫有蚜虫、斑潜蝇、蓟马、甜菜夜蛾等。 三、防控措施 （一）健康栽培 1 .培育健康种苗。 宜选用商品性好、适合当地种植的抗病优良品种。种植前进行温汤浸种，水温控制在 48 — 49 ℃ ，处理 30 分钟后沥干。 2 .轮作栽培。 不 应与香菜、胡萝卜等伞形科蔬菜倒茬，可与水稻、玉米等作物轮作。 3 .清洁田园。 及时清理田间残株、败叶，集中深埋或堆沤处理。 4 .翻耕晒垡。 播种或移栽前，深翻土壤 30 厘米，晒垡 5 — 7 天。 5 .科学施肥。 施足基肥 ，合理追肥，施用充分腐熟的有机肥。 6 .控温控湿。 设施芹菜，白天棚室温度宜控制在 25 ℃ 以下 ，高于 25℃ 应及时通风降温，相对湿度控制在 85 % 以下。夜间温度控制不低于 10℃ 。,2,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,病虫害
765a21b3cb3a9155_0003,765a21b3cb3a9155,6 .控温控湿。 设施芹菜，白天棚室温度宜控制在 25 ℃ 以下 ，高于 25℃ 应及时通风降温，相对湿度控制在 85 % 以下。夜间温度控制不低于 10℃ 。 （二）土壤生态调控 夏季高温休耕时，将粉碎的稻草或玉米秸秆 500 公斤 / 亩、牛粪或羊粪等有机肥 10 立方米 / 亩、有机物料腐熟剂（含高活性酵母、黑曲霉） 4 公斤 / 亩，均匀铺撒在棚室内的土壤表面，用旋耕机深翻土地 25 — 40 厘米，浇大水后覆膜，同时封闭棚膜。保持高温处理 20 — 30 天后揭膜，翻耕土壤晾晒 7 — 10 天后即可定植芹菜。可优化土壤微生态环境，缓解土壤盐渍化，预防土传病害发生。 （三）加强监测 悬挂黄板监测蚜虫、斑潜蝇等，悬挂蓝板监测蓟马，安装性信息素监测甜菜夜蛾，人工调查病害发生情况。 （四）生物防治 1 .施用微生物制剂。 预防土传病害，可在播种或定植前使用木霉菌、枯草芽孢杆菌或抗重茬复合微生物菌剂等生防菌进行土壤处理；对于根结线虫病发生地块，选用厚孢轮枝菌、淡紫拟青霉、杀线虫芽孢杆菌 B16 、苏云金杆菌 HAN055 、蜡质芽孢杆菌等菌剂；防治蚜虫、蓟马，应在害虫发生初期，选用苦参碱等药剂；防治甜菜夜蛾，选用甜菜夜蛾核型多角体病毒、苦皮藤素等药剂。 2 .释放天敌。 在害虫发生初期，释放捕食螨、瓢虫等防治蓟马、蚜虫等害虫。 （五）理化诱控 在棚室门口和通风口安装 40 — 60 目防虫网，使用甜菜夜蛾性诱剂诱杀成虫。 （六）科学用药 防治斑枯病，选用苯醚甲环唑、咪鲜胺等药剂；防治叶斑病，选用戊唑醇、丙环唑、吡唑醚菌酯等药剂；防治白粉病，选用苦参碱等药剂；防治立枯病，选用克菌丹、噻呋酰胺·噻霉酮等药剂；防治蚜虫，选用苦参碱、吡虫啉、吡蚜酮、啶虫脒、噻虫嗪等药剂。 四、注意事项 （一）轮换使用不同作用机制农药，并严格遵守用药剂量、用药方法、用药次数和安全间隔期。,3,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,病虫害
765a21b3cb3a9155_0004,765a21b3cb3a9155,防治蚜虫，选用苦参碱、吡虫啉、吡蚜酮、啶虫脒、噻虫嗪等药剂。 四、注意事项 （一）轮换使用不同作用机制农药，并严格遵守用药剂量、用药方法、用药次数和安全间隔期。 （二）达到采收标准的芹菜应尽快收获，收获期不宜使用化学药剂防治病虫害。 2025 年韭菜病虫害绿色防控技术方案 为指导各地开展韭菜绿色生产，提高韭菜病虫害绿色防控技术应用水平，保障韭菜生产安全和质量安全，特制定本方案。 一、防控策略 贯彻“预防为主，综合防治”的植保方针，通过协调应用健康栽培、物理防治、生物防治和科学用药等技术措施，实现韭菜主要病虫害的有效控制，降低化学农药残留超标风险。 二、防控对象 韭菜主要病害有灰霉病、疫病等，主要害虫有韭蛆（韭菜迟眼蕈蚊、异迟眼蕈蚊等）、蓟马、葱须鳞蛾、蚜虫等。 三、防控措施 （一）健康栽培 1 .选用抗（耐）性品种。 宜选用直立性强、叶色深绿、适合当地种植的抗（耐）性品种。 2 .轮作。 每 3 — 5 年与非百合科植物轮作一次。 3 .科学施肥。 施足基肥，合理追肥，施用有机肥后及时覆土（沙），田园周边堆放有机肥时应做好覆盖。 4 .通风降湿。 保护地应及时通风，避免长时间高湿，减少叶片结露和棚膜滴水。 5 .清洁田园。 应及时除草和清除植株的病、黄、老叶，带离菜田集中深埋或堆沤处理，田园周边堆放有机肥或植株残体时应做好覆盖 。 6. 养根期管理。 减少浇水，控制土壤湿度，防止植株郁闭、倒伏。露地雨后应做好排灌，防止田间积水。 （二）物理防治 4 月底至 9 月中旬， 采用“日晒高温覆膜法”防治韭蛆。选择太阳光线强的天气，早 上 8 点左右用厚度 0.10 — 0.12 毫米的浅蓝色无滴膜覆盖（提前 1 — 2 天割除韭菜），膜四周尽量超出田块边缘 50 厘米左右，覆膜后四周用土壤压盖严实。,4,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,病虫害
765a21b3cb3a9155_0005,765a21b3cb3a9155,点左右用厚度 0.10 — 0.12 毫米的浅蓝色无滴膜覆盖（提前 1 — 2 天割除韭菜），膜四周尽量超出田块边缘 50 厘米左右，覆膜后四周用土壤压盖严实。待膜内土壤 5 厘米深处温度达到 40 ℃ ，且持续超过 3 小时，立即揭开薄膜降温以避免对根造成伤害。揭膜后待土壤温度降低后及时灌溉，促进缓苗。 （三）加强监测 设置蓝（粉）板监测蓟马，设置黄板或黑板监测 韭蛆 成虫，在低温高湿环境注意监测灰霉病，低洼积水区域注意监测疫病。 （四）生物防治 1 .施用微生物菌剂。 预防病害，扣棚前可选用木霉菌或芽孢杆菌等菌剂随水冲施，扣棚后待韭菜长到 5 厘米左右时，喷施枯草芽孢杆菌或木霉菌预防灰霉病、疫病；针对害虫，应在韭菜平茬后，选择阴雨天气或早晚阳光较弱时，将 金龟子绿僵菌 CQMa421 或球孢白僵菌等菌剂颗粒剂与细土 混匀后撒施在韭菜基部。 2 .施用昆虫病原线虫制剂。 在春秋季节，当地温 15 — 25℃ 时，选择阴雨天气或早晚阳光较弱时施用昆虫病原线虫制剂，随水冲施。 （五）科学用药 1 .病害防治。 平茬后 1 — 2 天，通过熏烟或喷雾预防病害。防治灰霉病，选用嘧霉胺、咯菌腈、腐霉利等药剂；防治疫病，选用氰霜唑等药剂。 2 .害虫防治。 防治韭蛆，选用苦参碱、印楝素、灭蝇胺、 虫螨腈、呋虫胺、 噻虫胺、氟铃脲、噻虫嗪、氟啶脲、虱螨脲、吡虫啉、高效氯氰菊酯、辛硫磷等药剂，采取药剂喷淋，或“二次施药法”施药（先浇一遍水、再冲施药液）；防治蚜虫，选用苦参碱、高效氯氰菊酯等药剂；防治葱须鳞蛾，选用甲氨基阿维菌素苯甲酸盐、高效氯氰菊酯等药剂；防治蓟马，选用苦参碱、噻虫嗪等药剂。 四、注意事项 （一）韭菜单茬生产期较短，病虫药剂防治操作应放在养根期或者平茬后，应尽量避免在韭菜生产期用药。,5,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,病虫害
765a21b3cb3a9155_0006,765a21b3cb3a9155,氰菊酯等药剂；防治蓟马，选用苦参碱、噻虫嗪等药剂。 四、注意事项 （一）韭菜单茬生产期较短，病虫药剂防治操作应放在养根期或者平茬后，应尽量避免在韭菜生产期用药。若需生长期施药，应选择登记药剂，严格按照农药标签规定的用药量、单季用药次数和安全间隔期执行。 （二）腐霉利抗性风险较高，易造成农药残留超标，各地应视情况科学使用。 202 5 年设施番茄病虫害绿色防控技术方案 为指导各地开展设施番茄绿色生产，提高对灰霉病、叶霉病、病毒病、烟粉虱、番茄潜叶蛾等主要病虫害的绿色防控技术水平，保障番茄生产安全和质量安全，特制定本方案。 一、防控策略 贯彻“预防为主，综合防治”的植保方针。通过加强监测，协调应用生态调控、健康栽培、理化诱控、生物防治和科学用药等技术措施，实现设施番茄主要病虫害的有效控制，降低化学农药残留超标风险。 二、防控对象 主要病害有灰霉病、叶霉病、病毒病、晚疫病、灰叶斑病、根结线虫病、枯萎病、细菌性叶斑病、青枯病等；主要害虫有烟粉虱、番茄潜叶蛾、斑潜蝇、蓟马、棉铃虫等。 三、防控措施 （一）生态调控 1. 种植功能植物。 定植或播种前，可在番茄田边缘种植功能植物，种植波斯菊等蜜源植物诱集招引食蚜蝇、瓢虫、姬蜂等天敌，种植薄荷、牛至等植物驱避害虫。 2. 土壤生态调控。 夏季高温休耕时，将粉碎的稻草或玉米秸秆 500 公斤 / 亩 、 牛粪或羊粪等有机肥 10 立方米 / 亩 、 有机物料腐熟剂（含高活性酵母、黑曲霉） 4 公斤 / 亩，均匀铺撒在棚室内的土壤表面，用旋耕机深翻土地 25 — 40 厘米，浇大水后覆膜，同时封闭棚膜。保持高温处理 20 — 30 天后揭膜，翻耕土壤晾晒 7 — 10 天后即可定植。可优化土壤微生态环境 ， 缓解土壤盐渍化 ， 预防土传病害发生。 （二）农业措施 1 .选用抗（耐）病品种。 宜选用商品性好、适合当地种植的抗（耐）病品种。,6,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,病虫害
765a21b3cb3a9155_0007,765a21b3cb3a9155,植。可优化土壤微生态环境 ， 缓解土壤盐渍化 ， 预防土传病害发生。 （二）农业措施 1 .选用抗（耐）病品种。 宜选用商品性好、适合当地种植的抗（耐）病品种。 2 .清洁田园。 及时清理田间残株、败叶，集中深埋或堆沤处理。 3 .避免农事操作传播病害。 宜选择晴好天气进行整枝打杈和采收等农事操作，利于伤口愈合；注意农事操作工具消毒，防止病原菌通过工具传播。 （三）健康栽培 1 .轮作栽培。 宜与非茄科作物轮作倒茬。 2 .科学施肥。 施足基肥育壮苗，多施有机肥和菌肥，结合水分管理合理追肥。 3. 双网覆盖育苗。 采用育苗棚培育无病虫苗，用 60 — 80 目防虫网覆盖门窗口和风口，或者用防虫网搭建育苗网室，视情况采用遮阳覆盖。 4 .膜下暗灌。 覆盖地膜，提高地温，降低设施内空气湿度。 5 .熊蜂授粉。 在番茄开花前 1 — 2 天，将蜂群放入温室，每 1000 平方米放置 1 箱蜂（ 60 — 80 只 / 箱），既能授粉又有助于降低灰霉病发生风险。 （四）理化诱控 1 .防虫网阻隔。 使用 60 — 80 目防虫网，阻隔烟粉虱等害虫。 2 .昆虫信息素诱控。 迷向干扰交配防治番茄潜叶蛾，或使用棉铃虫性诱剂、食诱剂等诱杀棉铃虫成虫。 （五）加强监测 悬挂黄板监测烟粉虱等，悬挂蓝（粉）板 + 蓟马信息素监测蓟马，使用性信息素监测番茄潜叶蛾等害虫，人工调查病害发生情况。 （六）生物防治 1 .施用生物制剂。 防治番茄潜叶蛾，选用苏云金杆菌 G033A 等药剂；防治叶霉病等真菌病害，选用春雷霉素、枯草芽孢杆菌、寡雄腐霉等药剂；防控病毒病，选用氨基寡糖素、香菇多糖等；预防土传病害，播种或定植前，选用木霉菌、芽孢杆菌等菌剂；防治根结线虫病，选用厚孢轮枝菌颗粒剂、淡紫拟青霉、杀线虫芽孢杆菌 B16 、苏云金杆菌 HAN055 、蜡质芽孢杆菌等药剂。 2 . 释放天敌。,7,https://www.agri.cn/zx/zxfb/202502/t20250228_8715479.htm,中国农业农村信息网_2025年园艺作物重大病虫害防控技术方案,病虫害
